FECHA_ADMINISTRACION,GRUPO_ETARIO,GENERO,VACUNA,TIPO_EFECTOR,DOSIS_1,DOSIS_2,ID_CARGA,DOSIS_3
28MAY2021:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0
30MAY2021:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0
11JUN2021:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0
25JUN2021:00:00:00,61 a 70,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,2,,0
01JUL2021:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0
13JUL2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0
14JUL2021:00:00:00,41 a 50,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público nacional,1,0,,0
24JUL2021:00:00:00,31 a 40,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0
03AUG2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0
14AUG2021:00:00:00,31 a 40,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0
15AUG2021:00:00:00,30 o menos,M,Sinopharm,Público,0,2,,0
15AUG2021:00:00:00,51 a 60,F,AstraZeneca,Público nacional,0,1,,0
23AUG2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0
26AUG2021:00:00:00,51 a 60,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,1
28AUG2021:00:00:00,61 a 70,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0
30AUG2021:00:00:00,61 a 70,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,1,,0
31AUG2021:00:00:00,71 a 80,F,Moderna,Público,0,0,,1
07SEP2021:00:00:00,51 a 60,F,Sputnik,Privado,0,1,,0
10JUL2021:00:00:00,30 o menos,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
10JUL2021:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
10JUL2021:00:00:00,41 a 50,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
22JUL2021:00:00:00,30 o menos,F,Sinopharm,Público nacional,1,0,,0
26JUL2021:00:00:00,31 a 40,F,Sinopharm,Público nacional,0,1,,0
21AUG2021:00:00:00,31 a 40,M,AstraZeneca,Privado,0,0,,1
02SEP2021:00:00:00,30 o menos,M,Sinopharm,Privado,0,1,,0
26OCT2021:00:00:00,71 a 80,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,1
31DEC2021:00:00:00,30 o menos,F,Sinopharm,Público,118,284,,0
31DEC2021:00:00:00,30 o menos,F,Sputnik,Público,0,100,,0
31DEC2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,70,136,,16
31DEC2021:00:00:00,30 o menos,M,AstraZeneca,Público,93,50,,21
31DEC2021:00:00:00,30 o menos,M,Sinopharm,Público,165,308,,0
31DEC2021:00:00:00,30 o menos,M,Sputnik,Público,0,81,,0
31DEC2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,62,135,,8
31DEC2021:00:00:00,31 a 40,F,AstraZeneca,Público,15,20,,149
31DEC2021:00:00:00,31 a 40,F,Sinopharm,Público,12,55,,0
31DEC2021:00:00:00,31 a 40,F,Sputnik,Público,0,54,,0
31DEC2021:00:00:00,31 a 40,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,31
31DEC2021:00:00:00,31 a 40,M,AstraZeneca,Público,27,29,,152
31DEC2021:00:00:00,31 a 40,M,Sinopharm,Público,15,47,,0
31DEC2021:00:00:00,31 a 40,M,Sputnik,Público,0,42,,0
27JUL2021:00:00:00,81 a 90,F,AstraZeneca,Privado,1,0,,0
27JUL2021:00:00:00,81 a 90,F,AstraZeneca,Público,2,156,,0
27JUL2021:00:00:00,81 a 90,F,Sinopharm,Público,7,0,,0
27JUL2021:00:00:00,81 a 90,F,Sputnik,Público,0,80,,0
27JUL2021:00:00:00,81 a 90,M,AstraZeneca,Público,2,51,,0
27JUL2021:00:00:00,81 a 90,M,Sinopharm,Público,2,0,,0
27JUL2021:00:00:00,81 a 90,M,Sputnik,Público,0,31,,0
27JUL2021:00:00:00,91 o mas,F,AstraZeneca,Público,0,50,,0
27JUL2021:00:00:00,91 o mas,F,Sinopharm,Público,3,1,,0
27JUL2021:00:00:00,91 o mas,F,Sputnik,Público,0,14,,0
27JUL2021:00:00:00,91 o mas,M,AstraZeneca,Público,0,16,,0
27JUL2021:00:00:00,91 o mas,M,Sinopharm,Público,0,1,,
27JUL2021:00:00:00,91 o mas,M,Sputnik,Público,0,2,,0
28JUL2021:00:00:00,30 o menos,F,AstraZeneca,Privado,4,0,,0
28JUL2021:00:00:00,30 o menos,F,AstraZeneca,Público,305,3,,0
28JUL2021:00:00:00,30 o menos,F,Sinopharm,Público,16519,23,,0
28JUL2021:00:00:00,30 o menos,F,Sputnik,Público,338,0,,0
28JUL2021:00:00:00,30 o menos,M,AstraZeneca,Privado,1,0,,0
28JUL2021:00:00:00,30 o menos,M,AstraZeneca,Público,280,7,,0
28JUL2021:00:00:00,30 o menos,M,Sinopharm,Público,14655,13,,0
28JUL2021:00:00:00,30 o menos,M,Sputnik,Público,359,0,,0
28JUL2021:00:00:00,31 a 40,F,AstraZeneca,Privado,1,1,,0
28JUL2021:00:00:00,31 a 40,F,AstraZeneca,Público,124,1,,0
28JUL2021:00:00:00,31 a 40,F,Sinopharm,Público,1295,52,,0
28JUL2021:00:00:00,31 a 40,F,Sputnik,Público,19,0,,0
28JUL2021:00:00:00,31 a 40,M,AstraZeneca,Privado,0,1,,0
28JUL2021:00:00:00,31 a 40,M,AstraZeneca,Público,100,11,,0
28JUL2021:00:00:00,31 a 40,M,Sinopharm,Público,1105,40,,0
28JUL2021:00:00:00,31 a 40,M,Sputnik,Público,28,1,,0
28JUL2021:00:00:00,41 a 50,F,AstraZeneca,Privado,1,3,,0
28JUL2021:00:00:00,41 a 50,F,AstraZeneca,Público,81,8,,0
28JUL2021:00:00:00,41 a 50,F,Sinopharm,Público,794,139,,0
28JUL2021:00:00:00,41 a 50,F,Sputnik,Público,10,2,,0
28JUL2021:00:00:00,41 a 50,M,AstraZeneca,Privado,2,2,,0
28JUL2021:00:00:00,41 a 50,M,AstraZeneca,Público,96,5,,0
28JUL2021:00:00:00,41 a 50,M,Sinopharm,Público,501,114,,0
28JUL2021:00:00:00,41 a 50,M,Sputnik,Público,13,0,,0
28JUL2021:00:00:00,51 a 60,F,AstraZeneca,Privado,1,0,,0
28JUL2021:00:00:00,51 a 60,F,AstraZeneca,Público,47,9,,0
28JUL2021:00:00:00,51 a 60,F,Sinopharm,Público,388,17,,0
28JUL2021:00:00:00,51 a 60,F,Sputnik,Público,9,0,,0
28JUL2021:00:00:00,51 a 60,M,AstraZeneca,Privado,2,0,,0
28JUL2021:00:00:00,51 a 60,M,AstraZeneca,Público,34,6,,0
28JUL2021:00:00:00,51 a 60,M,Sinopharm,Público,254,13,,0
28JUL2021:00:00:00,51 a 60,M,Sputnik,Público,11,0,,0
28JUL2021:00:00:00,61 a 70,F,AstraZeneca,Público,6,15,,0
28JUL2021:00:00:00,61 a 70,F,Sinopharm,Público,142,9,,0
28JUL2021:00:00:00,61 a 70,F,Sputnik,Público,2,2,,0
09NOV2021:00:00:00,51 a 60,F,AstraZeneca,Privado,0,0,,4
09NOV2021:00:00:00,51 a 60,M,AstraZeneca,Privado,0,0,,1
09NOV2021:00:00:00,61 a 70,F,AstraZeneca,Privado,0,0,,4
09NOV2021:00:00:00,61 a 70,M,AstraZeneca,Privado,0,0,,3
09NOV2021:00:00:00,61 a 70,M,Moderna,Privado,0,1,,0
09NOV2021:00:00:00,71 a 80,F,AstraZeneca,Privado,0,0,,2
09NOV2021:00:00:00,71 a 80,F,Sinopharm,Privado,0,0,,1
09NOV2021:00:00:00,71 a 80,M,AstraZeneca,Privado,0,0,,1
09NOV2021:00:00:00,71 a 80,M,Sinopharm,Privado,0,0,,1
10NOV2021:00:00:00,30 o menos,F,AstraZeneca,Privado,0,0,,
10NOV2021:00:00:00,30 o menos,F,AstraZeneca,Público,91,51,,1611
10NOV2021:00:00:00,30 o menos,F,AstraZeneca,Público nacional,0,0,,1
10NOV2021:00:00:00,30 o menos,F,Moderna,Público,3,1,,0
10NOV2021:00:00:00,30 o menos,F,Sinopharm,Privado,0,1,,0
10NOV2021:00:00:00,30 o menos,F,Sinopharm,Público,788,368,,5
10NOV2021:00:00:00,30 o menos,F,Sputnik,Público,0,99,,1
10NOV2021:00:00:00,30 o menos,F,Sputnik,Público nacional,0,2,,4
10NOV2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,2,,0
10NOV2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1475,2061,,0
10NOV2021:00:00:00,30 o menos,M,AstraZeneca,Público,103,46,,316
10NOV2021:00:00:00,30 o menos,M,Moderna,Público,6,5,,0
10NOV2021:00:00:00,30 o menos,M,Sinopharm,Público,874,526,,1
10NOV2021:00:00:00,30 o menos,M,Sputnik,Público,0,118,,0
10NOV2021:00:00:00,30 o menos,M,Sputnik,Público nacional,0,0,,4
10NOV2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,1,0,,0
10NOV2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1559,2227,,0
10NOV2021:00:00:00,31 a 40,F,AstraZeneca,Privado,0,0,,1
10NOV2021:00:00:00,31 a 40,F,AstraZeneca,Público,47,39,,4045
10NOV2021:00:00:00,31 a 40,F,AstraZeneca,Público nacional,0,0,,1
10NOV2021:00:00:00,31 a 40,F,Moderna,Público,0,1,,0
10NOV2021:00:00:00,31 a 40,F,Sinopharm,Público,19,56,,41
10NOV2021:00:00:00,31 a 40,F,Sputnik,Público,0,95,,1
10NOV2021:00:00:00,31 a 40,F,Sputnik,Público nacional,0,0,,8
10NOV2021:00:00:00,31 a 40,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
10NOV2021:00:00:00,31 a 40,M,AstraZeneca,Privado,0,1,,0
10NOV2021:00:00:00,31 a 40,M,AstraZeneca,Público,61,27,,1022
10NOV2021:00:00:00,31 a 40,M,Sinopharm,Público,12,46,,1
10NOV2021:00:00:00,31 a 40,M,Sputnik,Público,0,97,,0
10NOV2021:00:00:00,31 a 40,M,Sputnik,Público nacional,0,1,,5
10NOV2021:00:00:00,41 a 50,F,AstraZeneca,Privado,0,0,,
10NOV2021:00:00:00,41 a 50,F,AstraZeneca,Público,29,29,,4673
10NOV2021:00:00:00,41 a 50,F,AstraZeneca,Público nacional,0,0,,14
10NOV2021:00:00:00,41 a 50,F,Sinopharm,Privado,0,0,,
10NOV2021:00:00:00,41 a 50,F,Sinopharm,Público,8,22,,46
10NOV2021:00:00:00,41 a 50,F,Sputnik,Público,0,42,,4
10NOV2021:00:00:00,41 a 50,M,AstraZeneca,Privado,0,0,,1
10NOV2021:00:00:00,41 a 50,M,AstraZeneca,Público,23,26,,1021
10NOV2021:00:00:00,41 a 50,M,AstraZeneca,Público nacional,0,1,,18
10NOV2021:00:00:00,41 a 50,M,Sinopharm,Público,11,27,,7
10NOV2021:00:00:00,41 a 50,M,Sputnik,Público,0,38,,0
10NOV2021:00:00:00,51 a 60,F,AstraZeneca,Privado,0,0,,3
10NOV2021:00:00:00,51 a 60,F,AstraZeneca,Público,23,14,,321
10NOV2021:00:00:00,51 a 60,F,AstraZeneca,Público nacional,0,0,,11
10NOV2021:00:00:00,51 a 60,F,Moderna,Público,0,1,,0
10NOV2021:00:00:00,51 a 60,F,Sinopharm,Público,6,11,,1
10NOV2021:00:00:00,51 a 60,F,Sputnik,Público,0,31,,0
10NOV2021:00:00:00,51 a 60,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,3,0,,0
10NOV2021:00:00:00,51 a 60,M,AstraZeneca,Privado,0,0,,1
10NOV2021:00:00:00,51 a 60,M,AstraZeneca,Público,12,13,,196
10NOV2021:00:00:00,51 a 60,M,AstraZeneca,Público nacional,0,0,,21
10NOV2021:00:00:00,51 a 60,M,Sinopharm,Público,3,11,,1
10NOV2021:00:00:00,51 a 60,M,Sputnik,Público,0,30,,0
10NOV2021:00:00:00,51 a 60,M,Sputnik,Público nacional,0,1,,1
10NOV2021:00:00:00,61 a 70,F,AstraZeneca,Privado,0,0,,4
10NOV2021:00:00:00,61 a 70,F,AstraZeneca,Público,9,6,,186
10NOV2021:00:00:00,61 a 70,F,AstraZeneca,Público nacional,0,0,,14
10NOV2021:00:00:00,61 a 70,F,Moderna,Público,0,1,,0
10NOV2021:00:00:00,61 a 70,F,Sinopharm,Público,3,7,,2
10NOV2021:00:00:00,61 a 70,F,Sputnik,Público,0,28,,1
28OCT2021:00:00:00,41 a 50,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,0,,0
29OCT2021:00:00:00,61 a 70,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,1
11NOV2021:00:00:00,61 a 70,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,2
15NOV2021:00:00:00,61 a 70,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,4
04DEC2021:00:00:00,30 o menos,F,Sputnik,Público,0,1,,0
07DEC2021:00:00:00,41 a 50,F,AstraZeneca,Privado,0,0,,1
28DEC2021:00:00:00,30 o menos,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,1,,0
28DEC2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,1,,0
29DEC2021:00:00:00,81 a 90,F,AstraZeneca,Privado,0,0,,1
01JAN2022:00:00:00,71 a 80,F,AstraZeneca,Público,0,0,,1
18JAN2022:00:00:00,30 o menos,F,AstraZeneca,Público,59,73,,53
18JAN2022:00:00:00,30 o menos,F,Moderna,Público,0,1,,20
01FEB2022:00:00:00,31 a 40,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,232
01FEB2022:00:00:00,31 a 40,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,1,0,,230
01FEB2022:00:00:00,31 a 40,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,3,,1469
01FEB2022:00:00:00,31 a 40,M,AstraZeneca,Público,56,67,,37
01FEB2022:00:00:00,31 a 40,M,Moderna,Público,2,5,,2594
01FEB2022:00:00:00,31 a 40,M,Sinopharm,Público,107,71,,2
01FEB2022:00:00:00,31 a 40,M,Sputnik,Público,3,55,,2
01FEB2022:00:00:00,31 a 40,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,1,,285
01FEB2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,1
01FEB2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,2,,1517
01FEB2022:00:00:00,41 a 50,F,AstraZeneca,Privado,0,0,,1
01FEB2022:00:00:00,41 a 50,F,AstraZeneca,Público,24,40,,36
01FEB2022:00:00:00,41 a 50,F,Moderna,Público,2,8,,1986
01FEB2022:00:00:00,41 a 50,F,Sinopharm,Público,50,43,,2
01FEB2022:00:00:00,41 a 50,F,Sputnik,Público,0,18,,1
01FEB2022:00:00:00,41 a 50,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,131
01FEB2022:00:00:00,41 a 50,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,1
01FEB2022:00:00:00,41 a 50,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,3,2,,1499
01FEB2022:00:00:00,41 a 50,M,AstraZeneca,Público,25,38,,38
01FEB2022:00:00:00,41 a 50,M,Moderna,Público,1,6,,1850
01FEB2022:00:00:00,41 a 50,M,Sinopharm,Público,45,39,,0
01FEB2022:00:00:00,41 a 50,M,Sputnik,Público,1,23,,1
01FEB2022:00:00:00,41 a 50,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,2,0,,160
01FEB2022:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,1,,0
01FEB2022:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,4,,1641
01FEB2022:00:00:00,41 a 50,N,Sinopharm,Público,1,0,,0
01FEB2022:00:00:00,51 a 60,F,AstraZeneca,Privado,0,0,,1
01FEB2022:00:00:00,51 a 60,F,AstraZeneca,Público,11,20,,38
01FEB2022:00:00:00,51 a 60,F,Moderna,Público,1,4,,874
01FEB2022:00:00:00,51 a 60,F,Sinopharm,Público,26,21,,0
01FEB2022:00:00:00,51 a 60,F,Sputnik,Público,0,6,,1
15NOV2021:00:00:00,61 a 70,M,AstraZeneca,Público,6,7,,75
15NOV2021:00:00:00,61 a 70,M,Sinopharm,Público,3,5,,0
15NOV2021:00:00:00,61 a 70,M,Sputnik,Público,0,14,,0
15NOV2021:00:00:00,71 a 80,F,AstraZeneca,Público,10,2,,332
15NOV2021:00:00:00,71 a 80,F,Moderna,Público,0,1,,0
15NOV2021:00:00:00,71 a 80,F,Sinopharm,Público,5,4,,5
15NOV2021:00:00:00,71 a 80,F,Sputnik,Público,0,5,,0
15NOV2021:00:00:00,71 a 80,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,2
15NOV2021:00:00:00,71 a 80,M,AstraZeneca,Público,2,1,,190
15NOV2021:00:00:00,71 a 80,M,Sinopharm,Público,2,1,,2
15NOV2021:00:00:00,71 a 80,M,Sputnik,Público,0,3,,0
15NOV2021:00:00:00,81 a 90,F,AstraZeneca,Privado,0,0,,
15NOV2021:00:00:00,81 a 90,F,AstraZeneca,Público,0,4,,108
15NOV2021:00:00:00,81 a 90,F,Sinopharm,Público,7,1,,0
15NOV2021:00:00:00,81 a 90,F,Sputnik,Público,0,2,,0
15NOV2021:00:00:00,81 a 90,M,AstraZeneca,Público,1,3,,91
06SEP2021:00:00:00,41 a 50,M,Sputnik,Público,4,1,,0
06SEP2021:00:00:00,51 a 60,F,AstraZeneca,Público,9,2172,,0
06SEP2021:00:00:00,51 a 60,F,Sinopharm,Público,37,23,,0
06SEP2021:00:00:00,51 a 60,F,Sputnik,Público,11,17,,0
06SEP2021:00:00:00,51 a 60,M,AstraZeneca,Público,8,2556,,0
06SEP2021:00:00:00,51 a 60,M,Sinopharm,Público,33,18,,0
06SEP2021:00:00:00,51 a 60,M,Sputnik,Público,4,9,,0
06SEP2021:00:00:00,61 a 70,F,AstraZeneca,Público,8,414,,1
06SEP2021:00:00:00,61 a 70,F,Moderna,Público,0,1,,0
06SEP2021:00:00:00,61 a 70,F,Sinopharm,Público,15,5,,0
06SEP2021:00:00:00,61 a 70,F,Sputnik,Público,6,59,,0
06SEP2021:00:00:00,61 a 70,M,AstraZeneca,Público,7,379,,0
06SEP2021:00:00:00,61 a 70,M,Moderna,Público,0,1,,0
06SEP2021:00:00:00,61 a 70,M,Sinopharm,Público,8,8,,0
06SEP2021:00:00:00,61 a 70,M,Sputnik,Público,0,16,,0
06SEP2021:00:00:00,71 a 80,F,AstraZeneca,Público,3,126,,0
06SEP2021:00:00:00,71 a 80,F,Sinopharm,Público,0,3,,0
06SEP2021:00:00:00,71 a 80,F,Sputnik,Público,3,13,,0
06SEP2021:00:00:00,71 a 80,M,AstraZeneca,Público,3,76,,0
06SEP2021:00:00:00,71 a 80,M,Moderna,Público,0,1,,0
06SEP2021:00:00:00,71 a 80,M,Sinopharm,Público,3,6,,0
06SEP2021:00:00:00,71 a 80,M,Sputnik,Público,0,5,,0
06SEP2021:00:00:00,81 a 90,F,AstraZeneca,Público,0,48,,0
06SEP2021:00:00:00,81 a 90,F,Sinopharm,Público,0,11,,0
06SEP2021:00:00:00,81 a 90,F,Sputnik,Público,1,2,,0
06SEP2021:00:00:00,81 a 90,M,AstraZeneca,Público,0,16,,0
06SEP2021:00:00:00,81 a 90,M,Sinopharm,Público,0,4,,0
06SEP2021:00:00:00,91 o mas,F,AstraZeneca,Público,0,5,,0
06SEP2021:00:00:00,91 o mas,F,Sinopharm,Público,1,7,,0
06SEP2021:00:00:00,91 o mas,F,Sputnik,Público,1,0,,0
06SEP2021:00:00:00,91 o mas,M,AstraZeneca,Público,0,2,,0
28JUN2021:00:00:00,41 a 50,F,Sinopharm,Privado,1,0,,0
08AUG2021:00:00:00,51 a 60,M,AstraZeneca,Público,1,1,,0
21AUG2021:00:00:00,31 a 40,M,Sinopharm,Público,1,1,,0
14SEP2021:00:00:00,30 o menos,F,AstraZeneca,Privado,0,2,,0
14SEP2021:00:00:00,30 o menos,F,AstraZeneca,Público,13,27,,0
14SEP2021:00:00:00,30 o menos,F,Moderna,Público,0,67,,0
14SEP2021:00:00:00,30 o menos,F,Sinopharm,Público,39,84,,0
14SEP2021:00:00:00,30 o menos,F,Sputnik,Público,114,0,,0
14SEP2021:00:00:00,30 o menos,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,260,0,,0
14SEP2021:00:00:00,30 o menos,M,AstraZeneca,Privado,3,0,,0
14SEP2021:00:00:00,30 o menos,M,AstraZeneca,Público,7,27,,0
14SEP2021:00:00:00,30 o menos,M,Moderna,Público,0,56,,0
14SEP2021:00:00:00,30 o menos,M,Sinopharm,Público,31,49,,0
14SEP2021:00:00:00,30 o menos,M,Sputnik,Público,72,0,,0
14SEP2021:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,258,0,,0
14SEP2021:00:00:00,31 a 40,F,AstraZeneca,Privado,1,1,,0
14SEP2021:00:00:00,31 a 40,F,AstraZeneca,Público,5,130,,0
14SEP2021:00:00:00,31 a 40,F,Moderna,Público,0,80,,0
14SEP2021:00:00:00,31 a 40,F,Sinopharm,Público,17,40,,0
14SEP2021:00:00:00,31 a 40,F,Sputnik,Público,71,1,,0
14SEP2021:00:00:00,31 a 40,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,131,0,,0
14SEP2021:00:00:00,31 a 40,M,AstraZeneca,Privado,0,1,,0
14SEP2021:00:00:00,31 a 40,M,AstraZeneca,Público,2,124,,0
14SEP2021:00:00:00,31 a 40,M,Moderna,Público,0,86,,0
14SEP2021:00:00:00,31 a 40,M,Sinopharm,Público,11,39,,0
14SEP2021:00:00:00,31 a 40,M,Sputnik,Público,39,0,,0
14SEP2021:00:00:00,31 a 40,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,113,0,,1
14SEP2021:00:00:00,41 a 50,F,AstraZeneca,Público,2,53,,0
14SEP2021:00:00:00,41 a 50,F,Moderna,Público,0,209,,0
14SEP2021:00:00:00,41 a 50,F,Sinopharm,Público,15,36,,0
14SEP2021:00:00:00,41 a 50,F,Sputnik,Público,82,0,,0
06JAN2022:00:00:00,51 a 60,M,AstraZeneca,Público,44,24,,605
06JAN2022:00:00:00,51 a 60,M,Sinopharm,Público,6,5,,0
06JAN2022:00:00:00,51 a 60,M,Sputnik,Público,2,21,,0
06JAN2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,3,,849
06JAN2022:00:00:00,61 a 70,F,AstraZeneca,Público,29,24,,2640
06JAN2022:00:00:00,61 a 70,F,Sinopharm,Público,19,2,,0
06JAN2022:00:00:00,61 a 70,F,Sputnik,Público,0,16,,6
06JAN2022:00:00:00,61 a 70,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,2424
06JAN2022:00:00:00,61 a 70,M,AstraZeneca,Público,16,18,,2031
06JAN2022:00:00:00,61 a 70,M,Sinopharm,Público,7,3,,0
06JAN2022:00:00:00,61 a 70,M,Sputnik,Público,1,8,,2
06JAN2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,1,,1762
06JAN2022:00:00:00,71 a 80,F,AstraZeneca,Público,20,9,,1541
06JAN2022:00:00:00,71 a 80,F,Sinopharm,Público,10,1,,1
06JAN2022:00:00:00,71 a 80,F,Sputnik,Público,0,1,,5
17JUL2021:00:00:00,51 a 60,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0
21JUL2021:00:00:00,41 a 50,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,0,,0
30JUL2021:00:00:00,51 a 60,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Privado,1,0,,0
04AUG2021:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,1,,0
07AUG2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0
11AUG2021:00:00:00,41 a 50,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,2,,0
15AUG2021:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,2,,0
21AUG2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0
28AUG2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0
28AUG2021:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0
